Price,Living.Area,Bathrooms,Bedrooms,Fireplaces,pool,Garage_spaces,Lot.Size,Age
312434,3440,2.5,4,TRUE,1,3,0.63,3
108794,1464,1,2,FALSE,1,1,0.11,87
193774,1932,2.5,4,TRUE,0,2,0.41,4
148401,1856,1.5,3,TRUE,1,2,0.6,37
179492,2030,2.5,3,TRUE,1,2,1,3
387652,3504,2.5,5,TRUE,0,3,0.9,0
340545,2926,3,4,TRUE,1,2,0.84,11
197581,1702,1.5,3,TRUE,1,2,0.61,16
297024,3020,2.5,4,TRUE,0,2,0.77,2
144695,1642,2,3,TRUE,1,1,0.4,11
154829,1440,2,2,TRUE,0,0,0.61,66
122257,1856,1.5,3,TRUE,0,0,0.6,36
85585,912,1.5,2,FALSE,0,1,0.16,20
205950,1474,2,3,TRUE,0,1,0.14,29
150909,1512,1.5,3,FALSE,0,1,0.6,7
50709,960,1.5,2,FALSE,0,0,NA,12
148246,1391,2,3,FALSE,0,1,0.04,12
174534,2226,2.5,4,TRUE,1,2,0.43,31
166222,1498,1.5,3,FALSE,0,2,0.77,10
193565,2167,2.5,3,TRUE,0,2,0.37,8
224818,2738,2.5,2,TRUE,1,2,0.76,12
176846,2249,2.5,4,TRUE,0,2,0.59,1
162984,1872,1.5,3,FALSE,0,2,0.36,18
110963,1888,1,3,TRUE,1,2,0.47,18
181225,1944,2.5,4,TRUE,0,2,0.26,25
103958,1486,1.5,3,FALSE,0,0,0.1,16
127394,2040,2.5,5,FALSE,0,0,0.07,127
180817,1815,2.5,3,TRUE,1,2,0.46,11
138297,1800,1,2,TRUE,0,0,0.48,49
225885,2524,2.5,4,TRUE,0,3,0.48,6
206480,2310,2.5,3,FALSE,0,2,1,18
143808,1572,1.5,3,FALSE,0,1,0.46,7
103677,1375,1.5,2,TRUE,0,0,0.08,21
217226,2593,2.5,4,TRUE,0,3,0.28,0
104328,898,1,2,TRUE,0,1,0.61,57
98790,1480,1.5,3,TRUE,0,1,0.08,16
196846,2144,2.5,3,TRUE,1,2,0.92,19
263226,3355,2.5,4,TRUE,0,3,0.83,1
69152,986,1,3,FALSE,0,0,0.06,133
240590,3001,2.5,4,TRUE,1,3,0.31,1
189836,1726,2,3,TRUE,0,1,0.06,26
222198,2495,2.5,4,TRUE,1,2,0.41,26
206931,2331,2.5,4,TRUE,1,2,1,1
120476,1248,2,3,FALSE,0,0,1,14
93895,1480,1.5,3,TRUE,0,1,0.22,17
99463,912,1,3,FALSE,1,0,0.26,31
102086,1302,1.5,2,FALSE,0,0,0.06,16
198083,1971,2.5,4,TRUE,1,2,0.49,7
149933,1664,2,3,TRUE,0,1,0.38,25
168739,1620,2,3,FALSE,0,1,0.3,0
172795,1910,2.5,4,FALSE,1,2,0.41,21
236055,2405,2.5,4,TRUE,1,2,1.63,16
147440,1590,2.5,3,FALSE,0,2,0.42,3
122044,1637,1.5,3,FALSE,1,1,0.76,54
97682,1548,1.5,3,FALSE,0,2,0.31,85
134933,1496,1,3,TRUE,0,1,0.25,37
95708,912,1.5,2,FALSE,1,1,0.16,20
207751,2628,2.5,3,TRUE,1,2,1,20
113371,1177,1.5,3,FALSE,0,2,0.17,36
71647,2087,2.5,3,TRUE,0,2,0.56,0
182068,2035,2.5,4,TRUE,0,2,0.43,35
107973,1388,1,3,FALSE,1,0,0.23,60
216530,2388,2.5,4,TRUE,1,2,0.83,20
180670,2310,2.5,4,TRUE,0,2,0.65,31
148989,792,1,3,FALSE,0,1,0.13,36
208339,2109,2.5,2,FALSE,1,2,0.26,1
26049,1344,2,3,FALSE,0,0,0.92,13
452745,1764,2.5,4,TRUE,0,3,0.17,85
157411,1666,2.5,3,FALSE,0,1,0.26,2
104412,1480,1.5,2,TRUE,0,1,0.17,15
102068,1172,2.5,3,TRUE,1,2,0.85,73
157081,2310,2.5,4,TRUE,0,2,0.55,33
179524,1632,2,4,TRUE,1,1,0.57,20
118585,936,1,3,FALSE,1,0,0.24,35
124585,1468,1,4,FALSE,0,1,0.34,51
185318,1500,1.5,4,TRUE,0,0,0.58,208
161923,1158,1.5,3,FALSE,1,1,0.57,7
68353,1216,1,2,FALSE,1,0,0.61,101
108421,1288,1,3,FALSE,1,0,0.34,32
148692,1397,1.5,2,TRUE,1,1,0.76,14
62105,1228,1,2,FALSE,0,1,0.31,53
151950,1792,2,3,TRUE,0,1,0.64,17
158565,1512,1.5,3,FALSE,0,1,0.3,14
81762,1008,1,3,FALSE,1,0,0.33,41
117164,1536,1,2,TRUE,0,1,2.84,55
152786,1578,2.5,3,TRUE,1,2,0.46,11
253545,1498,1,2,TRUE,0,1,0.4,51
185487,2271,2.5,3,TRUE,0,2,0.35,1
253433,3021,2.5,4,TRUE,0,3,0.72,21
163986,2039,2.5,4,TRUE,1,2,0.52,18
161190,1758,2,4,TRUE,0,1,0.27,26
233876,2434,2.5,4,TRUE,1,2,1,20
113600,1240,2,3,FALSE,0,0,0.16,18
190284,1879,2.5,3,TRUE,0,2,0.27,5
133595,1666,2.5,3,TRUE,1,1,0.2,1
172789,1812,2,3,TRUE,0,1,1,16
160426,2262,2,4,FALSE,1,2,0.46,21
150022,1632,2.5,4,TRUE,0,2,0.5,30
354739,3982,4.5,4,TRUE,1,2,5.61,6
166888,1740,1.5,3,FALSE,1,2,0.46,26
178760,2014,1.5,3,TRUE,0,2,0.31,32
154696,1704,2.5,3,TRUE,1,1,0.43,17
185902,2756,2.5,4,TRUE,1,2,0.39,33
157430,1092,1,3,TRUE,0,1,0.28,41
106524,1144,1,2,TRUE,1,0,0.18,16
139435,1666,2.5,3,FALSE,0,0,0.19,0
170567,1585,1.5,3,TRUE,1,1,0.95,16
105363,1100,1,3,TRUE,0,1,0.2,93
81580,1336,1.5,2,TRUE,1,1,0.35,20
140945,1873,2.5,4,TRUE,0,2,0.29,32
122221,1440,1,3,TRUE,0,1,2.12,32
75094,728,1,2,FALSE,0,0,0.06,22
272902,3020,2.5,4,TRUE,0,2,0.41,1
117703,1492,2.5,3,TRUE,1,1,0.17,17
244443,2810,2.5,4,TRUE,0,3,0.74,14
268260,2657,2.5,4,TRUE,1,2,0.6,15
127385,1416,1.5,3,FALSE,0,1,0.37,11
88207,1480,1.5,3,FALSE,0,1,0.07,14
102287,882,1.5,3,FALSE,0,0,0.18,71
120115,967,2,4,FALSE,1,1,1.2,55
139079,1608,1,3,TRUE,0,1,0.44,63
154314,1466,1,3,TRUE,1,1,0.23,62
265637,3030,2.5,4,TRUE,0,3,0.5,1
153129,1560,2,3,TRUE,1,2,1,4
128040,1688,1,3,TRUE,0,1,0.03,29
101997,1214,1.5,2,FALSE,0,0,NA,17
212846,2270,2.5,3,TRUE,0,2,0.46,0
111633,1564,1,3,TRUE,1,1,0.32,54
212830,2266,2.5,4,TRUE,0,2,0.26,0
209555,2539,2.5,4,FALSE,0,3,0.38,1
165957,1212,1,2,TRUE,1,1,2,87
157513,2164,2,3,TRUE,0,2,0.69,183
77921,1704,1,2,FALSE,0,1,2.5,177
297380,2906,2.5,4,TRUE,0,2,0.62,2
108459,1292,1.5,3,FALSE,0,0,0.34,25
93174,1022,1,3,FALSE,0,1,0.44,55
75606,912,1.5,2,FALSE,1,0,0.15,19
188497,1742,2.5,3,TRUE,1,2,0.4,5
218734,2219,2.5,4,TRUE,0,2,0.3,15
118468,1298,1,3,TRUE,1,0,0.17,44
190856,2086,2.5,4,TRUE,1,2,0.46,14
192694,2079,2.5,3,FALSE,0,2,0.44,11
189995,2150,2,4,FALSE,1,1,1.2,104
329484,2786,2.5,4,TRUE,1,2,0.39,0
102801,1184,2,3,FALSE,1,1,0.16,18
146611,1580,1.5,5,FALSE,1,1,1,26
102806,1248,1,3,TRUE,1,0,0.96,46
168065,1016,2,2,FALSE,0,1,NA,41
323819,2592,3,3,FALSE,0,2,0.16,1
123834,1092,1,5,FALSE,1,0,0.33,72
261846,2772,2.5,4,TRUE,0,2,0.29,0
49564,1363,2,3,FALSE,0,0,2.4,39
162631,1804,2.5,3,TRUE,1,2,0.37,2
222330,2712,3,5,TRUE,1,3,0.43,1
183657,1250,1.5,4,FALSE,0,1,0.22,43
125361,1173,1,3,TRUE,1,2,0.45,16
182056,2396,2.5,4,TRUE,0,2,0.27,28
378465,3457,2.5,3,TRUE,0,2,1,20
88770,1000,1,3,FALSE,0,0,0.52,91
183610,2570,2.5,5,TRUE,1,3,0.6,28
270841,2306,2.5,3,TRUE,1,3,0.79,1
116170,1272,1,3,FALSE,0,1,0.26,31
137309,1092,1.5,3,FALSE,0,1,0.35,33
77650,1620,1.5,4,FALSE,0,2,0.04,99
130229,1248,2,3,FALSE,0,0,0.35,11
237367,2936,2.5,4,TRUE,0,3,0.33,6
167253,1872,2,3,TRUE,0,2,1.55,16
108002,1544,2,3,FALSE,0,1,0.4,72
230414,2623,2.5,4,TRUE,1,3,0.53,0
71904,957,1,3,FALSE,0,0,0.19,45
101230,1040,1,3,FALSE,1,1,0.47,12
106524,1148,1,3,FALSE,1,0,0.35,7
133215,1364,1.5,2,TRUE,1,0,0.14,19
206512,1456,2,3,FALSE,0,1,0.98,10
231749,1980,2,3,FALSE,0,2,0.22,6
75975,1300,2,3,TRUE,0,1,0.49,227
116289,1107,1,3,TRUE,1,1,0.46,43
238832,2872,3,5,TRUE,0,3,0.21,0
296708,3210,2.5,3,TRUE,1,2,1,15
169647,1430,2.5,3,FALSE,1,0,0.16,5
88092,929,1.5,2,FALSE,0,0,0.18,22
124669,1092,1.5,3,FALSE,0,1,0.35,35
132138,1468,1.5,2,TRUE,1,1,1.11,161
218184,2655,2.5,4,TRUE,1,3,0.37,1
107513,1008,1,3,FALSE,0,1,0.22,38
226304,1921,2,3,TRUE,0,2,1,0
214749,2286,2.5,4,TRUE,0,2,0.49,11
222576,3144,2.5,4,TRUE,0,3,0.49,1
269063,3319,2.5,3,FALSE,0,3,2,20
83617,1272,1.5,4,FALSE,0,2,0.19,115
153129,1872,1.5,4,TRUE,0,2,0.56,32
158863,1696,2.5,3,TRUE,0,1,0.71,5
140765,1596,1.5,3,FALSE,0,0,0.28,49
167975,2311,2.5,4,TRUE,1,2,0.3,20
94064,1480,2.5,2,TRUE,0,1,0.18,16
110889,1266,1,3,TRUE,0,0,0.03,134
391842,3003,3.5,4,TRUE,1,3,0.46,88
77547,908,1,2,FALSE,0,1,0.16,19
146978,1656,1.5,3,TRUE,0,1,0.42,18
282289,3017,3.5,4,TRUE,1,3,0.49,0
119784,1560,1,2,FALSE,1,0,0.36,25
118409,2128,2,4,FALSE,1,3,1,7
227314,2764,2.5,4,TRUE,0,3,0.07,1
108593,1480,1.5,3,FALSE,0,1,0.08,19
118952,1572,1.5,3,FALSE,1,1,1.61,16
172795,1512,1.5,3,TRUE,1,1,0.18,15
94584,924,1,2,TRUE,0,1,0.17,19
201876,2498,2.5,4,TRUE,1,3,0.43,38
237716,2996,2.5,4,TRUE,0,3,0.35,1
160349,1732,1.5,3,TRUE,0,1,0.31,17
129470,2088,1,3,TRUE,0,2,1.84,29
169876,1774,2.5,3,TRUE,0,1,0.36,1
63852,1536,1.5,4,TRUE,0,2,0.46,30
47630,1235,1,3,TRUE,0,0,0.32,84
180927,2050,1.5,4,FALSE,0,2,0.31,33
127055,1019,1.5,2,FALSE,0,1,0.24,16
106365,1184,2,3,TRUE,1,2,0.15,20
150798,1212,1.5,3,FALSE,1,2,1,6
140269,1244,1.5,2,TRUE,0,1,0.28,13
52360,1310,1.5,4,FALSE,0,0,0.24,120
103672,1476,2,3,FALSE,1,1,0.66,6
125361,1326,1.5,2,TRUE,0,1,0.06,19
197350,2500,3.5,4,TRUE,0,3,0.21,1
217868,3344,3.5,4,TRUE,0,4,0.36,1
337918,3026,4,4,TRUE,0,2,1.34,1
174940,1126,2,3,TRUE,0,1,0.22,46
104084,1480,1.5,3,FALSE,0,1,0.14,19
167693,1876,2.5,3,TRUE,0,2,0.34,1
164419,1785,2.5,3,TRUE,0,2,0.16,1
79982,1572,1.5,4,FALSE,1,1,0.39,41
94064,912,1,3,FALSE,0,0,0.35,37
578856,2472,2.5,3,TRUE,0,2,0,6
257015,2093,2.5,3,TRUE,1,2,0.46,1
202836,2284,1.5,3,TRUE,0,2,0.28,29
105843,972,1,3,FALSE,1,1,0.36,40
228375,2512,2.5,4,TRUE,0,2,0.04,0
285500,3328,2.5,4,TRUE,0,2,0.35,0
317120,3076,3.5,4,TRUE,1,3,0.92,0
202157,2564,2.5,4,TRUE,0,3,0.59,30
64552,1298,1,3,FALSE,0,0,0.24,106
90446,1200,2,3,FALSE,1,1,0.56,10
103258,1344,1.5,3,FALSE,0,0,0.64,16
109577,1456,1.5,3,FALSE,1,0,0.15,155
104749,1852,1,4,FALSE,0,2,0.1,147
112825,1314,1.5,2,TRUE,0,0,0.06,20
146609,1989,1.5,4,TRUE,0,1,0.39,104
104984,1184,2,3,FALSE,0,1,0.16,21
147517,1680,1,4,FALSE,0,1,0.45,27
94667,912,1,3,FALSE,0,1,0.51,34
229055,2500,2.5,4,TRUE,0,3,0.5,0
103408,1034,1.5,2,TRUE,0,1,0.21,14
261647,1850,2.5,4,TRUE,0,2,0.19,16
379678,3720,4,5,TRUE,1,3,0.8,0
114513,1560,1.5,3,FALSE,0,2,1.59,5
189654,2320,2.5,4,TRUE,1,2,0.65,16
120639,1498,1.5,2,TRUE,0,1,0.18,0
153013,1720,2,4,TRUE,1,1,0.72,31
247839,1536,1.5,3,TRUE,0,1,NA,66
122796,1612,1,3,TRUE,0,0,0.29,34
112400,1375,1.5,2,TRUE,0,0,0.06,20
98389,1184,1.5,2,FALSE,0,1,0.15,18
278906,2960,2.5,4,TRUE,0,3,0.37,1
247520,2445,2.5,4,TRUE,1,2,0.38,18
147634,864,1.5,3,FALSE,1,1,0.16,39
155787,1540,1.5,3,FALSE,0,1,0.43,16
155929,2601,2.5,4,TRUE,0,3,0.34,19
135708,1460,2,2,FALSE,0,1,0.18,17
199187,2223,2.5,4,FALSE,0,2,4.34,9
161562,2044,2.5,3,TRUE,1,2,0.37,16
146329,2026,2.5,4,TRUE,1,1,1,1
178767,2291,2.5,4,TRUE,0,2,0.1,0
248204,1908,2,3,TRUE,0,1,0.26,0
96004,912,1.5,2,FALSE,1,1,0.16,18
186605,2328,2.5,3,TRUE,0,2,0.24,1
152822,1043,1,3,FALSE,0,1,0.15,104
134378,1279,1,3,FALSE,0,0,0.28,31
357384,2322,2.5,3,TRUE,1,2,0.27,0
241885,2604,3,4,TRUE,0,2,0.24,0
79170,1536,2,3,FALSE,1,1,0.15,105
185323,1662,2,3,FALSE,0,1,0.5,0
116882,1542,2.5,3,FALSE,0,2,0.25,10
180288,2294,2.5,5,TRUE,0,2,0.4,36
134171,2133,1.5,4,TRUE,1,2,0.28,34
227994,1973,2.5,3,TRUE,0,2,0.27,3
212103,1400,2,3,TRUE,1,0,0.98,25
235152,3192,3,4,TRUE,1,3,0.11,2
139104,1760,3,4,FALSE,0,1,0.16,135
59003,3285,2,5,FALSE,0,2,0.42,233
172016,1547,2,3,FALSE,1,0,0.72,11
179572,1736,1.5,3,TRUE,0,1,0.55,17
51183,1144,1,3,FALSE,0,0,0.64,15
226742,1989,2,3,TRUE,0,2,1,247
126498,720,1,3,FALSE,1,0,1,113
124939,1678,2.5,3,TRUE,1,2,0.27,1
96934,1480,1.5,3,FALSE,0,1,0.08,19
109633,775,1,2,FALSE,0,1,0.46,47
308750,2958,2.5,4,TRUE,0,3,0.92,0
113514,1142,2,2,TRUE,1,0,0.76,40
163992,2310,2.5,4,TRUE,1,2,0.45,33
207018,2147,2.5,4,TRUE,1,2,0.61,9
113367,1760,1.5,4,TRUE,0,1,0.27,133
126010,864,1.5,3,FALSE,0,1,0.16,37
